ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Decimal Degrees,Longitude Decimal Degrees
ESMQ,KLR,KALMAR,KALKMAR,SWEDEN,56.685,16.288
ESMR,,,TRELLEBORG,SWEDEN,0.0,0.0
ESMS,MMX,STURUP,MALMOE,SWEDEN,55.53,13.370999999999999
ESMT,HAD,HALMSTAD,HALMSTAD,SWEDEN,56.691,12.82
ESMV,,HAGSHULT,HAGSHULT,SWEDEN,57.292,14.137
ESMX,VXO,KRONOBERG,VAXJO,SWEDEN,56.928999999999995,14.728
ESMY,,,SMALANDSSTENAR,SWEDEN,0.0,0.0
ESMZ,,,OLANDA,SWEDEN,0.0,0.0
ESNA,,HALLVIKEN,HALLVIKEN,SWEDEN,63.738,15.458
ESNB,,,SOLLEFTEA,SWEDEN,0.0,0.0
ESNC,,HEDLANDA,HEDE,SWEDEN,62.409,13.747
ESND,EVG,SVEG,SVEG,SWEDEN,62.048,14.423
ESNF,,FARILA,FARILA,SWEDEN,61.898,15.705
ESNG,GEV,GALLIVARE,GALLIVARE,SWEDEN,67.132,20.814
ESNH,HUV,HUDIKSVALL,HUDIKSVALL,SWEDEN,61.768,17.081
ESNI,,KUBBE,KUBBE,SWEDEN,63.63399999999999,17.94
ESNJ,,JOKKMOKK,JOKKMOKK,SWEDEN,66.49600000000001,20.147000000000002
ESNK,KRF,KRAMFORS SOLLEFTEA,KRAMFORS,SWEDEN,63.048,17.769000000000002
ESNL,LYC,LYCKSELE,LYCKSELE,SWEDEN,64.548,18.715999999999998
ESNM,,OPTAND,OPTAND,SWEDEN,63.129,14.802999999999999
ESNN,SDL,SUNDSVALL HARNOSAND,SUNDSVALL,SWEDEN,62.528,17.444000000000003
ESNO,OER,ORNSKOLDSVIK,ORNSKOLDSVIK,SWEDEN,63.408,18.99
ESNP,,PITEA,PITEA,SWEDEN,65.399,21.265
ESNQ,KRN,KIRUNA,KIRUNA,SWEDEN,67.822,20.337
ESNR,,ORSA,ORSA,SWEDEN,61.19,14.712
ESNS,SFT,SKELLEFTEA,SKELLEFTEA,SWEDEN,64.625,21.076999999999998
ESNT,,SATTNA,SATTNA,SWEDEN,62.481,17.003
ESNU,UME,UMEA,UMEA,SWEDEN,63.792,20.282
ESNV,VHM,VILHELMINA,VILHELMINA,SWEDEN,64.579,16.833
ESNX,AJR,ARVIDSJAUR,ARVIDSJAUR,SWEDEN,65.59,19.282
ESOE,ORB,OREBRO,OREBRO,SWEDEN,59.224,15.038
ESOH,,HAGFORS,HAGFORS,SWEDEN,60.02,13.579
ESOR,,,RESCUE COORDIN. CTR.,SWEDEN,0.0,0.0
ESOW,VST,VASTERAS,VASTERAS,SWEDEN,59.589,16.634
ESPA,LLA,KALLAX,LULEA,SWEDEN,65.544,22.122
ESPC,OSD,FROSON,OSTERSUND,SWEDEN,63.193999999999996,14.502
ESPD,,,GUNNARN,SWEDEN,0.0,0.0
ESPE,,VIDSEL,VIDSEL,SWEDEN,65.875,20.15
ESPG,,,BODEN,SWEDEN,0.0,0.0
ESPJ,,HEDEN,HEDEN,SWEDEN,65.836,21.471
ESQO,,ARBOGA,ARBOGA,SWEDEN,59.386,15.924000000000001
ESQP,,,BERGA,SWEDEN,0.0,0.0
ESSA,ARN,ARLANDA,STOCKHOLM,SWEDEN,59.652,17.919
ESSB,BMA,BROMMA,STOCKHOLM,SWEDEN,59.354,17.941
ESSC,,,ESKILSTUNA,SWEDEN,0.0,0.0
ESSD,BLE,BORLANGE,BORLANGE,SWEDEN,60.422,15.515
ESSE,,,STOCKHOLM,SWEDEN,0.0,0.0
ESSF,HLF,HULTSFRED,HULTSFRED,SWEDEN,57.526,15.824000000000002
ESSG,,,LUDVIKA,SWEDEN,0.0,0.0
ESSH,,,LAXA,SWEDEN,0.0,0.0
ESSI,,,VISINGSO,SWEDEN,0.0,0.0
ESSK,GVX,GAVLE SANDVIKEN,GAVLE,SWEDEN,60.593,16.951
ESSL,LPI,SAAB,LINKOEPING,SWEDEN,58.406000000000006,15.68
ESSM,,,BATTFORSHEDEN,SWEDEN,0.0,0.0
ESSP,NRK,KUNGSANGEN,NORRKOEPING,SWEDEN,58.586000000000006,16.250999999999998
ESSQ,KSD,,KARLSTAD,SWEDEN,0.0,0.0
ESST,,TORSBY,TORSBY,SWEDEN,60.157,12.991
ESSU,,ESKILSTUNA,ESKILSTUNA,SWEDEN,59.351000000000006,16.708
ESSV,VBY,VISBY,VISBY,SWEDEN,57.663000000000004,18.346
ESSW,,,VASTERVIK,SWEDEN,0.0,0.0
ESSX,,,VASTERAS,SWEDEN,0.0,0.0
ESSZ,,,VANGSO,SWEDEN,0.0,0.0
ESUA,,AMSELE,AMSELE,SWEDEN,64.571,19.314
ESUB,,,ARBRA,SWEDEN,0.0,0.0
ESUD,,STORUMAN,MOHED,SWEDEN,64.961,17.695999999999998
ESUE,,IDRE,IDRE,SWEDEN,61.869,12.690999999999999
ESUF,,FALLFORS,FALLFORS,SWEDEN,65.10600000000001,20.761
ESUG,,,GARGNAS,SWEDEN,0.0,0.0
ESUH,,,HARNOSAND,SWEDEN,0.0,0.0
ESUJ,,,ANGE,SWEDEN,0.0,0.0
ESUK,,KALIXFORS,KALIXFORS,SWEDEN,67.765,20.257
ESUL,,,LJUSDAL,SWEDEN,0.0,0.0
ESUR,,,RAMSELE,SWEDEN,0.0,0.0
ESUS,,,ASELE,SWEDEN,0.0,0.0
ESUT,,HEMAVAN,HEMAVAN,SWEDEN,65.806,15.083
ESUV,,,ALVSBYN,SWEDEN,0.0,0.0
ESUY,,,EDSBYN,SWEDEN,0.0,0.0
ESVA,,,AVESTA,SWEDEN,0.0,0.0
ESVG,,,GAGNEF,SWEDEN,0.0,0.0
ESVH,,,HALLEFORS,SWEDEN,0.0,0.0
ESVK,,,KATRINEHOLM,SWEDEN,0.0,0.0
ESVM,,,MALUNG,SWEDEN,0.0,0.0
ESVQ,,,KOPING,SWEDEN,0.0,0.0
ESVS,,,SILJANSAS,SWEDEN,0.0,0.0
ETAA,,,FRANKFURT,GERMANY,0.0,0.0
ETAD,SPM,SPANGDAHLEM AB,SPANGDAHLEM,GERMANY,49.973,6.692
ETAR,RMS,RAMSTEIN AB,RAMSTEIN,GERMANY,49.438,7.601
ETAS,,,SEMBACH,GERMANY,0.0,0.0
ETAV,,,SIEGENBURG,GERMANY,0.0,0.0
ETBA,,,AACHEN,GERMANY,0.0,0.0
ETBB,,,BUTZWEILERHOF,GERMANY,0.0,0.0
ETBW,,,WEIDEN,GERMANY,0.0,0.0
ETCC,,,GOCH,GERMANY,0.0,0.0
ETCE,,,MESSSTETTEN,GERMANY,0.0,0.0
ETCH,,,HUERTH,GERMANY,0.0,0.0
ETCK,,,KALKAR,GERMANY,0.0,0.0
ETCM,,,MUENSTER,GERMANY,0.0,0.0
ETCW,,,COLOGNE,GERMANY,0.0,0.0
ETCX,,,MECHERNICH,GERMANY,0.0,0.0
ETCZ,,,FRANKFURT,GERMANY,0.0,0.0
ETEB,,,ANSBACH,GERMANY,0.0,0.0
ETED,,,KAISERSLAUTERN,GERMANY,0.0,0.0
ETEE,,,HEIDELBERG,GERMANY,0.0,0.0
ETEF,,,BABENHAUSEN,GERMANY,0.0,0.0
ETEH,,,BAD KREUZNACH,GERMANY,0.0,0.0
ETEJ,,BAMBERG AAF,BAMBERG,GERMANY,49.92,10.914000000000001
ETEK,,BAUMHOLDER AAF,BAUMHOLDER,GERMANY,49.65,7.3
ETEP,,,BUEDINGEN,GERMANY,0.0,0.0
ETEU,GHF,GIEBELSTADT AAF,GIEBELSTADT,GERMANY,49.648,9.966000000000001
ETEW,,,FUERTH,GERMANY,0.0,0.0
ETEZ,,,GERMERSHEIM,GERMANY,0.0,0.0
ETFB,,,BREMEN,GERMANY,0.0,0.0
ETFC,,,FRANKFURT,GERMANY,0.0,0.0
ETFD,,,DUESSELDORF,GERMANY,0.0,0.0
ETFR,,,RAMSTEIN,GERMANY,0.0,0.0
ETFT,,,BERLIN,GERMANY,0.0,0.0
ETGA,,,ANKUM,GERMANY,0.0,0.0
ETGB,,,BERGEN,GERMANY,0.0,0.0
ETGE,,,EMDEN,GERMANY,0.0,0.0
ETGF,,,FRITZLAR,GERMANY,0.0,0.0
ETGG,,,GLUECKSBURG,GERMANY,0.0,0.0
ETGH,,,KOBLENZ,GERMANY,0.0,0.0
ETGI,,,IDAR-OBERSTEIN,GERMANY,0.0,0.0
ETGJ,,,JENGEN,GERMANY,0.0,0.0
ETGK,,,KUEMMERSBRUCK,GERMANY,0.0,0.0
ETGL,,,MUENSTER,GERMANY,0.0,0.0
ETGM,,,MEPPEN,GERMANY,0.0,0.0
ETGN,,,BREDESTEDT,GERMANY,0.0,0.0
ETGO,,,FUERSTENWALDE,GERMANY,0.0,0.0
ETGP,,,PODSDAM,GERMANY,0.0,0.0
ETGR,,,MUENSTER,GERMANY,0.0,0.0
ETGS,,,SIGMARINGEN,GERMANY,0.0,0.0
ETGT,,,TRABEN-TRARBACH,GERMANY,0.0,0.0
ETGU,,,ULM,GERMANY,0.0,0.0
ETGV,,,FUERSTENFELDBRUCK,GERMANY,0.0,0.0
ETGW,,,WITSTOCK,GERMANY,0.0,0.0
ETGX,,,TRABEN-TRARBACH,GERMANY,0.0,0.0
ETGY,,,KALKAR,GERMANY,0.0,0.0
ETGZ,,,MESSSTETTEN,GERMANY,0.0,0.0
ETHA,,,ALTENSTADT,GERMANY,0.0,0.0
ETHB,,BUCKEBURG,BRUECKEBURG,GERMANY,52.278,9.082
ETHC,ZCN,CELLE,CELLE,GERMANY,52.591,10.022
ETHE,,RHEINE BENTLAGE,RHEINE-BRENTLANGE,GERMANY,52.291000000000004,7.3870000000000005
ETHF,,FRITZLAR,FRITZLAR,GERMANY,51.114,9.286
ETHH,,,BONN,GERMANY,0.0,0.0
ETHI,,ITZEHOE HUNGRIGER WOLF,ITZEHOE,GERMANY,53.994,9.578
ETHL,,LAUPHEIM,LAUPHEIM,GERMANY,48.22,9.91
ETHM,,MENDIG,MENDIG,GERMANY,50.36600000000001,7.315
ETHN,,NIEDERSTETTEN,NIEDERSTETTEN,GERMANY,49.391999999999996,9.958
ETHR,,ROTH,ROTH,GERMANY,49.218,11.100999999999999
ETHS,,FASSBERG,FASSBERG,GERMANY,52.919,10.184
ETHT,,COTTBUS,COTTBUS,GERMANY,51.768,14.292
ETIC,,GRAFENWOHR AAF,GRAFENWOEHR,GERMANY,49.699,11.940999999999999
ETID,ZNF,HANAU AAF,HANAU,GERMANY,50.169,8.961
ETIE,QHD,HEIDELBERG AAF,HEIDELBERG,GERMANY,49.393,8.652000000000001
ETIH,,HOHENFELS AAF,HOHENFELS,GERMANY,49.218,11.835999999999999
ETIK,,,ILLESHEIM,GERMANY,0.0,0.0
ETIN,,KITZINGEN AAF,KITZINGEN,GERMANY,49.743,10.201
ETIP,,,LANDSTUHL,GERMANY,0.0,0.0
ETIT,,,NUERNBERG,GERMANY,0.0,0.0
ETIU,,,HEIDELBERG,GERMANY,0.0,0.0
ETIY,,,LANDSTUHL,GERMANY,0.0,0.0
ETJA,,,KALKAR,GERMANY,0.0,0.0
ETJC,,,MESSSTETTEN,GERMANY,0.0,0.0
ETME,,EGGEBEK,EGGEBECK,GERMANY,54.625,9.341000000000001
ETMK,,,KIEL,GERMANY,0.0,0.0
ETMN,,NORDHOLZ,NORDHOLZ,GERMANY,53.766999999999996,8.658
ETNA,,,AHLHORN,GERMANY,0.0,0.0
ETND,,DIEPHOLZ,DIEPHOLZ,GERMANY,52.585,8.341000000000001
ETNG,GKE,GEILENKIRCHEN,GEILENKIRCHEN,GERMANY,50.961000000000006,6.042000000000001
ETNH,,HOHN,HOHN,GERMANY,54.312,9.538
ETNI,,,BRIEST,GERMANY,0.0,0.0
ETNJ,,JEVER,JEVER,GERMANY,53.533,7.888999999999999
ETNK,,,COLOGNE,GERMANY,0.0,0.0
ETNL,RLG,LAAGE,LAAGE,GERMANY,53.918,12.279000000000002
ETNN,,NORVENICH,NOERVENICH,GERMANY,50.831,6.6579999999999995
ETNP,,HOPSTEN,HOPSTEN,GERMANY,52.339,7.541
ETNR,,PRESCHEN,PRESCHEN,GERMANY,51.663999999999994,14.634
ETNS,,SCHLESWIG,SCHLESWIG,GERMANY,54.458999999999996,9.516
ETNT,,WITTMUNDHAFEN,WITTMUNDHAFEN,GERMANY,53.548,7.667000000000001
ETNU,,NEUBRANDENBURG,NEUBRANDENBURG,GERMANY,53.602,13.306
ETNW,,WUNSTORF,WUNSTORF,GERMANY,52.457,9.427
ETOA,,,SCHWEINFURT,GERMANY,0.0,0.0
ETOC,,,ECHTERDINGEN,GERMANY,0.0,0.0
ETOI,,VILSECK AAF,VILSECK,GERMANY,49.63399999999999,11.767000000000001
ETOJ,,,BONN,GERMANY,0.0,0.0
ETOK,,,FRANKFURT,GERMANY,0.0,0.0
ETOM,,,WORMS,GERMANY,0.0,0.0
ETOQ,,,HEIDELBERG,GERMANY,0.0,0.0
ETOR,,COLEMAN AAF,COLEMAN,GERMANY,49.563,8.463
ETOU,,WIESBADEN AAF,WIESBADEN,GERMANY,50.05,8.325
ETOW,,,WILDFLECKEN,GERMANY,0.0,0.0
ETOY,,,LEIGHTON BARRACKS,GERMANY,0.0,0.0
ETRA,,,GOCH,GERMANY,0.0,0.0
ETRB,,,GLUECKSBURG,GERMANY,0.0,0.0
ETSA,,LANDSBERG LECH,LANDSBERG,GERMANY,48.071000000000005,10.905999999999999
ETSB,,BUCHEL,BUECHEL,GERMANY,50.174,7.063
ETSE,,ERDING,ERDING,GERMANY,48.321999999999996,11.949000000000002
ETSF,FEL,FURSTENFELDBRUCK,FUERSTENFELDBRUCK,GERMANY,48.206,11.267000000000001
ETSH,,HOLZDORF,HOLZDORF,GERMANY,51.768,13.167
ETSI,,INGOLSTADT MANCHING,INGOLSTADT,GERMANY,48.716,11.534
ETSL,,LECHFELD,LECHFELD,GERMANY,48.18600000000001,10.862
ETSM,,MEMMINGEN,MEMMINGEN,GERMANY,47.989,10.238999999999999
ETSN,,NEUBURG,NEUBURG,GERMANY,48.711000000000006,11.210999999999999
ETSP,,,PFERDSFELD,GERMANY,0.0,0.0
ETUD,,,DETMOLD,GERMANY,0.0,0.0
ETUK,,,RHEINDAHLEN,GERMANY,0.0,0.0
ETUL,LRC,LAARBRUCH,LAARBRUCH,GERMANY,51.602,6.143
ETUN,,,NORDHORN RANGE,GERMANY,0.0,0.0
ETUO,GUT,GUTERSLOH,GUETERSLOH,GERMANY,51.923,8.306000000000001
ETUR,BGN,BRUGGEN,BRUEGGEN,GERMANY,51.2,6.132000000000001
FAAB,ALJ,ALEXANDER BAY,ALEXANDER BAY,SOUTH AFRICA,-28.575,16.533
FAAE,,,ABERDEEN,SOUTH AFRICA,0.0,0.0
FAAG,AGZ,AGGENEYS,AGGENEYS,SOUTH AFRICA,-29.281999999999996,18.814
FAAN,,,ALIWAL NORTH,SOUTH AFRICA,0.0,0.0
FAAP,,ARNOT POWER STATION,ARNOT POWER STATION,SOUTH AFRICA,-25.944000000000003,29.81
FAAR,ADI,,ARANDIS,NAMIBIA,0.0,0.0
FAAS,,,AUAS,NAMIBIA,0.0,0.0
FABA,,,BASAROOT,NAMIBIA,0.0,0.0
FABB,,BRAKPAN,BRAKPAN,SOUTH AFRICA,-26.239,28.302
FABC,,,BETHANIEN,NAMIBIA,0.0,0.0
FABD,,,BURGERSDORP,SOUTH AFRICA,0.0,0.0
FABE,VIY,BISHO,BISHO,SOUTH AFRICA,-32.897,27.279
FABF,,,BEDFORD,SOUTH AFRICA,0.0,0.0
FABH,,,BETHAL,SOUTH AFRICA,0.0,0.0
FABJ,,,BITTERWASSER,NAMIBIA,0.0,0.0
FABK,,,BLOEMHOF,SOUTH AFRICA,0.0,0.0
FABL,BFN,BLOEMFONTEIN,BLOEMFONTEIN,SOUTH AFRICA,-29.092,26.302
FABM,,BETHLEHEM,BETHLEHEM,SOUTH AFRICA,-28.248,28.336
FABN,,,BARBERTON,SOUTH AFRICA,0.0,0.0
FABO,,BOTHAVILLE,BOTHAVILLE,SOUTH AFRICA,-27.366999999999997,26.629
FABP,,,BULTFONTEIN,SOUTH AFRICA,0.0,0.0
FABR,,,BREDASDORP,SOUTH AFRICA,0.0,0.0
FABS,,,BRITS,SOUTH AFRICA,0.0,0.0
FABU,,,BUTTERWORTH,SOUTH AFRICA,0.0,0.0
FABV,,,BRANDVLEI,SOUTH AFRICA,0.0,0.0
FABW,,,BEAUFORT WEST,SOUTH AFRICA,0.0,0.0
FABX,,,BEATRIX MINE,SOUTH AFRICA,0.0,0.0
FABZ,,,BIZANA,SOUTH AFRICA,0.0,0.0
FACA,,,MONTE CARLO,SOUTH AFRICA,0.0,0.0
FACB,,,COLESBURG,SOUTH AFRICA,0.0,0.0
FACC,,,CATHCART,SOUTH AFRICA,0.0,0.0
FACD,,,CRADOCK,SOUTH AFRICA,0.0,0.0
FACH,,,COOKHOUSE,SOUTH AFRICA,0.0,0.0
FACK,,,CLOCOLAN,SOUTH AFRICA,0.0,0.0
FACN,,,CARNAVON,SOUTH AFRICA,0.0,0.0
FACO,,,COPPERTON,SOUTH AFRICA,0.0,0.0
FACR,,CARLETONVILLE,CARLETONVILLE,SOUTH AFRICA,-26.369,27.35
FACT,CPT,CAPE TOWN INTERNATIONAL,CAPE TOWN,SOUTH AFRICA,-33.965,18.602
FACV,,CALVINIA,CALVINIA,SOUTH AFRICA,-31.5,19.726
FACW,,,CLANWILLIAM,SOUTH AFRICA,0.0,0.0
FADA,,DE AAR MILITARY,DE AAR,SOUTH AFRICA,-30.636999999999997,23.92
FADB,,DWAALBOOM,DWAALBOOM,SOUTH AFRICA,-24.805,26.831999999999997
FADC,,,DOUGLAS COLLIERY,SOUTH AFRICA,0.0,0.0
FADD,,DUNDEE,DUNDEE,SOUTH AFRICA,-28.183000000000003,30.224
FADE,,,DELMAS,SOUTH AFRICA,0.0,0.0
FADG,,,DORDRECHT,SOUTH AFRICA,0.0,0.0
FADH,,,DURNACOL,SOUTH AFRICA,0.0,0.0
FADI,,,DUWISIB,NAMIBIA,0.0,0.0
FADL,,,DALAREYVILLE,SOUTH AFRICA,0.0,0.0
FADM,,,KOKSTAD,SOUTH AFRICA,0.0,0.0
FADN,DUR,DURBAN INTERNATIONAL,DURBAN,SOUTH AFRICA,-29.97,30.95
FADO,,,DENDRON,SOUTH AFRICA,0.0,0.0
FADR,,,DUNNOTTAR,SOUTH AFRICA,0.0,0.0
FADS,,,DORDABIS,NAMIBIA,0.0,0.0
FADV,,,DEVON,SOUTH AFRICA,0.0,0.0
FAEC,,,ESTCOURT,SOUTH AFRICA,0.0,0.0
FAED,,,EDENBURG,SOUTH AFRICA,0.0,0.0
FAEG,,,EGNEP,SOUTH AFRICA,0.0,0.0
FAEL,ELS,EAST LONDON,EAST LONDON,SOUTH AFRICA,-33.036,27.826
FAEM,,,EMPANGENI,SOUTH AFRICA,0.0,0.0
FAEO,,ERMELO,ERMELO,SOUTH AFRICA,-26.495,29.98
FAER,ELL,ELLISRAS,ELLISRAS,SOUTH AFRICA,-23.726,27.688000000000002
FAES,,,ESHOWE,SOUTH AFRICA,0.0,0.0
FAET,,,ELLIOT,SOUTH AFRICA,0.0,0.0
FAFA,,,JAEGERSFONTEIN,SOUTH AFRICA,0.0,0.0
FAFB,,FICKSBURG SENTRAOES,FICKSBURG,SOUTH AFRICA,-28.823,27.909000000000002
FAFF,,,FRANKFORT,SOUTH AFRICA,0.0,0.0
FAFK,,,FISANTEKRAAL,SOUTH AFRICA,0.0,0.0
FAFO,,,FORT BEAUFORT,SOUTH AFRICA,0.0,0.0
FAFR,,,FRASERBURG,SOUTH AFRICA,0.0,0.0
FAGA,,,GRANGE THE,SOUTH AFRICA,0.0,0.0
FAGB,,,GOBABIS,NAMIBIA,0.0,0.0
FAGC,GCJ,GRAND CENTRAL,JOHANNESBURG,SOUTH AFRICA,-25.986,28.14
FAGE,,,GOGH ISLAND,SOUTH AFRICA,0.0,0.0
FAGF,GFY,,GROOTFONTEIN,NAMIBIA,0.0,0.0
FAGG,GRJ,GEORGE,GEORGE,SOUTH AFRICA,-34.005,22.379
FAGH,,,GLEN GRAY,SOUTH AFRICA,0.0,0.0
FAGI,,GIYANI,GIYANI,SOUTH AFRICA,-23.284000000000002,30.65
FAGJ,,,GIFVLEI,SOUTH AFRICA,0.0,0.0
FAGL,,,GROBLERSDAL,SOUTH AFRICA,0.0,0.0
FAGM,HCS,RAND,JOHANNESBURG,SOUTH AFRICA,-26.241999999999997,28.151
FAGO,,,GOWRIE,SOUTH AFRICA,0.0,0.0
FAGR,,,GRAAFF REINET,SOUTH AFRICA,0.0,0.0
FAGS,,,GIANTS CASTLE GAME,SOUTH AFRICA,0.0,0.0
FAGT,,GRAHAMSTOWN,GRAHAMSTOWN,SOUTH AFRICA,-33.285,26.498
FAGV,,,GRAVELOTTE,SOUTH AFRICA,0.0,0.0
FAGW,,,MAGWA,SOUTH AFRICA,0.0,0.0
FAGY,,GREYTOWN,GREYTOWN,SOUTH AFRICA,-29.122,30.587
FAHA,,HARMONY,HARMONY,SOUTH AFRICA,-28.079,26.861
FAHB,,,HARTEBEESPOORTDAM,SOUTH AFRICA,0.0,0.0
FAHC,,,HOWICK,SOUTH AFRICA,0.0,0.0
FAHD,,,HUMANSDORP,SOUTH AFRICA,0.0,0.0
FAHE,,HENDRINA,PULLENSHOPE,SOUTH AFRICA,-25.979,29.619
FAHF,,,HENRY'S FLATS,SOUTH AFRICA,0.0,0.0
FAHG,GHC,HEIDELBERG,HEIDELBERG,SOUTH AFRICA,-26.506,28.394000000000002
FAHH,,,HIBBERDENE,SOUTH AFRICA,0.0,0.0
FAHI,,,HALALI,NAMIBIA,0.0,0.0
FAHJ,,,HARDING,SOUTH AFRICA,0.0,0.0
FAHL,,,HLUHLUWE,SOUTH AFRICA,0.0,0.0
FAHM,,,HERMANUS,SOUTH AFRICA,0.0,0.0
FAHN,,,HENTIES BAY,NAMIBIA,0.0,0.0
FAHO,,HEILBRON,HEIBRON,SOUTH AFRICA,-27.278000000000002,27.996
FAHP,,,HOOPSTAD,SOUTH AFRICA,0.0,0.0
FAHR,,HARRISMITH,HARRISMITH,SOUTH AFRICA,-28.235,29.105999999999998
FAHS,HDS,HOEDSPRUIT AFS,HOEDSPRUIT,SOUTH AFRICA,-24.369,31.049
FAHT,,,HOEDSPRUIT,SOUTH AFRICA,0.0,0.0
FAHU,,,HMS BASTARD MEMORIAL,SOUTH AFRICA,0.0,0.0
FAHV,,GARIEP DAM,HENDRIK VERWOERDDAM,SOUTH AFRICA,-30.561999999999998,25.528000000000002
FAID,,,IDUTYWA,SOUTH AFRICA,0.0,0.0
FAJS,JNB,JOHANNESBURG INTERNATIONAL,JOHANNESBURG,SOUTH AFRICA,-26.139,28.246
FAKA,,,KARIBIB,NAMIBIA,0.0,0.0
FAKB,,,KARASBURG,NAMIBIA,0.0,0.0
FAKD,,KLERKSDORP,KLERKSDORP,SOUTH AFRICA,-26.871,26.718000000000004
FAKE,,,KEI MOUTH,SOUTH AFRICA,0.0,0.0
FAKF,,,KOFFEE BAY,SOUTH AFRICA,0.0,0.0
FAKG,,KOMATI POWER STATION,KOMATI POWER STATION,SOUTH AFRICA,-26.093000000000004,29.455
FAKH,,,KENHARDT,SOUTH AFRICA,0.0,0.0
FAKJ,,,KAMANJAB,NAMIBIA,0.0,0.0
FAKK,,,KAKAMAS,SOUTH AFRICA,0.0,0.0
FAKL,,KRIEL,KRIEL,SOUTH AFRICA,-26.252,29.194000000000003
FAKM,KIM,KIMBERLEY,KIMBERLEY,SOUTH AFRICA,-28.803,24.765
FAKO,,,KOMGA,SOUTH AFRICA,0.0,0.0
FAKP,,KOMATIPOORT,KOMATIPOORT,SOUTH AFRICA,-25.441,31.93
FAKR,,KRUGERSDORP,KRUGERSDORP,SOUTH AFRICA,-26.081,27.726
FAKS,,KROONSTAD,KROONSTAD,SOUTH AFRICA,-27.660999999999998,27.316
FAKT,KMP,,KEETMANSHOOP,NAMIBIA,0.0,0.0
FAKU,,JOHAN PIENAAR,KURUMAN,SOUTH AFRICA,-27.456999999999997,23.410999999999998
FAKV,,,KOFFYFONTEIN,SOUTH AFRICA,0.0,0.0
FAKW,,,KAREEDOUW,SOUTH AFRICA,0.0,0.0
FAKX,,,KHORIXAS,NAMIBIA,0.0,0.0
FAKZ,KLZ,KLEINSEE,KLEINSEE,SOUTH AFRICA,-29.688000000000002,17.094
FALA,HLA,LANSERIA,JOHANNESBURG,SOUTH AFRICA,-25.938000000000002,27.926
FALB,,LADYBRAND,LADYBRAND,SOUTH AFRICA,-29.180999999999997,27.453000000000003
FALF,,,LOERIESFONTEIN,SOUTH AFRICA,0.0,0.0
FALH,,,LOHATHLA,SOUTH AFRICA,0.0,0.0
FALI,,LICHTENBURG,LICHTENBURG,SOUTH AFRICA,-26.176,26.184
FALK,,,LUSIKISIKI,SOUTH AFRICA,0.0,0.0
FALL,,,LYDENBURG,SOUTH AFRICA,0.0,0.0
FALM,,,LAMBERTSBAAI,SOUTH AFRICA,0.0,0.0
FALR,,,LOUWATER,NAMIBIA,0.0,0.0
FALT,LCD,LOUIS TRICHARDT AFB,LOUIS TRICHARDT,SOUTH AFRICA,-23.16,29.695999999999998
FALW,,LANGEBAANWEG,LANGEBAANWEG,SOUTH AFRICA,-32.969,18.16
FALY,LAY,LADYSMITH,LADYSMITH,SOUTH AFRICA,-28.581999999999997,29.75
FALZ,LUD,,LUDERITZ,NAMIBIA,0.0,0.0
FAMA,,,MATATIELE,SOUTH AFRICA,0.0,0.0
FAMB,,MIDDELBURG,MIDDELBURG,SOUTH AFRICA,-25.685,29.44
FAMC,,,MIDDELBURG,SOUTH AFRICA,0.0,0.0
FAMD,,,MALAMALA,SOUTH AFRICA,0.0,0.0
FAME,,,MARION,SOUTH AFRICA,0.0,0.0
FAMF,,,MALABAR,SOUTH AFRICA,0.0,0.0
FAMG,MGH,MARGATE,MARGATE,SOUTH AFRICA,-30.857,30.343000000000004
FAMH,,,MALTAHOHE,NAMIBIA,0.0,0.0
FAMI,,MARBLE HALL,MARBLE HALL,SOUTH AFRICA,-24.989,29.283
FAMJ,,MAJUBA POWER STATION,MAJUBA POWER STATION,SOUTH AFRICA,-27.079,29.778000000000002
FAMK,MFK,MAFIKENG NORTH,MAFIKENG,SOUTH AFRICA,-25.753,25.612
FAML,,,MARIENTAL,NAMIBIA,0.0,0.0
FAMM,MBO,MAFIKENG,MMABATHO,SOUTH AFRICA,-25.798000000000002,25.548000000000002
FAMN,,MALELANE,MALALANE,SOUTH AFRICA,-25.473000000000003,31.566
FAMO,,,MOSSEL BAY,SOUTH AFRICA,0.0,0.0
FAMP,MPA,,MPACHA,NAMIBIA,0.0,0.0
FAMQ,,,MACLEAR,SOUTH AFRICA,0.0,0.0
FAMR,,,MARIESKOP,SOUTH AFRICA,0.0,0.0
FAMS,MEZ,MESSINA,MESSINA,SOUTH AFRICA,-22.355999999999998,29.986
FAMT,,,MEYERTON,SOUTH AFRICA,0.0,0.0
FAMU,,MKUZI,MKUZE,SOUTH AFRICA,-27.625999999999998,32.044000000000004
FAMW,MZF,,MZAMBA,SOUTH AFRICA,0.0,0.0
FAMY,,,MALMESBURY,SOUTH AFRICA,0.0,0.0
FAMZ,,,MSAULI,SOUTH AFRICA,0.0,0.0
FANA,NNI,,NAMUTONI,NAMIBIA,0.0,0.0
FANC,NCS,NEWCASTLE,NEWCASTLE,SOUTH AFRICA,-27.771,29.976999999999997
FANG,,,NGALA,SOUTH AFRICA,0.0,0.0
FANH,,,NEW HANOVER,SOUTH AFRICA,0.0,0.0
FANL,,,NEW LARGO,SOUTH AFRICA,0.0,0.0
