Date,Airport,Latitude,Longitude
2015-03-23,DFW,32.896,-97.037
2015-03-24,DFW,32.896,-97.037
2015-03-25,DFW,32.896,-97.037
2015-03-26,DFW,32.896,-97.037
2015-03-27,DFW,32.896,-97.037
2015-03-28,DFW,32.896,-97.037
2015-03-29,DFW,32.896,-97.037
2015-03-30,DFW,32.896,-97.037
2015-03-31,DFW,32.896,-97.037
2015-04-01,DFW,32.896,-97.037
2015-04-02,DFW,32.896,-97.037
2015-04-03,DFW,32.896,-97.037
2015-04-04,DFW,32.896,-97.037
2015-04-05,DFW,32.896,-97.037
2015-04-06,DFW,32.896,-97.037
2015-04-07,DFW,32.896,-97.037
2015-04-08,DFW,32.896,-97.037
2015-04-09,DFW,32.896,-97.037
2015-04-10,DFW,32.896,-97.037
2015-04-11,DFW,32.896,-97.037
2015-04-12,DFW,32.896,-97.037
2015-04-13,DFW,32.896,-97.037
2015-04-14,DFW,32.896,-97.037
2015-04-15,DFW,32.896,-97.037
2015-04-16,DFW,32.896,-97.037
2015-04-17,DFW,32.896,-97.037
2015-04-18,DFW,32.896,-97.037
2015-04-19,DFW,32.896,-97.037
2015-04-20,DFW,32.896,-97.037
2015-04-21,DFW,32.896,-97.037
2015-04-22,DFW,32.896,-97.037
2015-04-23,DFW,32.896,-97.037
2015-04-24,DFW,32.896,-97.037
2015-04-25,DFW,32.896,-97.037
2015-04-26,DFW,32.896,-97.037
2015-04-27,DFW,32.896,-97.037
2015-04-28,DFW,32.896,-97.037
2015-04-29,DFW,32.896,-97.037
2015-04-30,DFW,32.896,-97.037
2015-05-01,DFW,32.896,-97.037
2015-05-02,DFW,32.896,-97.037
2015-05-03,DFW,32.896,-97.037
2015-05-04,DFW,32.896,-97.037
2015-05-05,DFW,32.896,-97.037
2015-05-06,DFW,32.896,-97.037
2015-05-07,DFW,32.896,-97.037
2015-05-08,DFW,32.896,-97.037
2015-05-09,DFW,32.896,-97.037
2015-05-10,DFW,32.896,-97.037
2015-05-11,DFW,32.896,-97.037
2015-05-12,DFW,32.896,-97.037
2015-05-13,DFW,32.896,-97.037
2015-05-14,DFW,32.896,-97.037
2015-05-15,DFW,32.896,-97.037
2015-05-16,DFW,32.896,-97.037
2015-05-17,DFW,32.896,-97.037
2015-05-18,DFW,32.896,-97.037
2015-05-19,DFW,32.896,-97.037
2015-05-20,DFW,32.896,-97.037
2015-05-21,DFW,32.896,-97.037
2015-05-22,DFW,32.896,-97.037
2015-05-23,DFW,32.896,-97.037
2015-05-24,DFW,32.896,-97.037
2015-05-25,DFW,32.896,-97.037
2015-05-26,DFW,32.896,-97.037
2015-05-27,DFW,32.896,-97.037
2015-05-28,DFW,32.896,-97.037
2015-05-29,DFW,32.896,-97.037
2015-05-30,DFW,32.896,-97.037
2015-05-31,DFW,32.896,-97.037
2015-06-01,DFW,32.896,-97.037
2015-06-02,DFW,32.896,-97.037
2015-06-03,DFW,32.896,-97.037
2015-06-04,DFW,32.896,-97.037
2015-06-05,DFW,32.896,-97.037
2015-06-06,DFW,32.896,-97.037
2015-06-07,DFW,32.896,-97.037
2015-06-08,DFW,32.896,-97.037
2015-06-09,DFW,32.896,-97.037
2015-06-10,DFW,32.896,-97.037
2015-06-11,DFW,32.896,-97.037
2015-06-12,DFW,32.896,-97.037
2015-06-13,DFW,32.896,-97.037
2015-06-14,DFW,32.896,-97.037
2015-06-15,DFW,32.896,-97.037
2015-06-16,DFW,32.896,-97.037
2015-06-17,DFW,32.896,-97.037
2015-06-18,DFW,32.896,-97.037
2015-06-19,DFW,32.896,-97.037
2015-06-20,DFW,32.896,-97.037
2015-06-21,DFW,32.896,-97.037
2015-06-22,DFW,32.896,-97.037
2015-06-23,DFW,32.896,-97.037
2015-06-24,DFW,32.896,-97.037
2015-06-25,DFW,32.896,-97.037
2015-06-26,DFW,32.896,-97.037
2015-06-27,DFW,32.896,-97.037
2015-06-28,DFW,32.896,-97.037
2015-06-29,DFW,32.896,-97.037
2015-06-30,DFW,32.896,-97.037
2015-07-01,DFW,32.896,-97.037
2015-07-02,DFW,32.896,-97.037
2015-07-03,DFW,32.896,-97.037
2015-07-04,DFW,32.896,-97.037
2015-07-05,DFW,32.896,-97.037
2015-07-06,DFW,32.896,-97.037
2015-07-07,DFW,32.896,-97.037
2015-07-08,DFW,32.896,-97.037
2015-07-09,DFW,32.896,-97.037
2015-07-10,DFW,32.896,-97.037
2015-07-11,DFW,32.896,-97.037
2015-07-12,DFW,32.896,-97.037
2015-07-13,DFW,32.896,-97.037
2015-07-14,DFW,32.896,-97.037
2015-07-15,DFW,32.896,-97.037
2015-07-16,DFW,32.896,-97.037
2015-07-17,DFW,32.896,-97.037
2015-07-18,DFW,32.896,-97.037
2015-07-19,DFW,32.896,-97.037
2015-07-20,DFW,32.896,-97.037
2015-07-21,DFW,32.896,-97.037
2015-07-22,DFW,32.896,-97.037
2015-07-23,DFW,32.896,-97.037
2015-07-24,DFW,32.896,-97.037
2015-07-25,DFW,32.896,-97.037
2015-07-26,DFW,32.896,-97.037
2015-07-27,DFW,32.896,-97.037
2015-07-28,DFW,32.896,-97.037
2015-07-29,DFW,32.896,-97.037
2015-07-30,DFW,32.896,-97.037
2015-07-31,DFW,32.896,-97.037
2015-08-01,DFW,32.896,-97.037
2015-08-02,DFW,32.896,-97.037
2015-08-03,DFW,32.896,-97.037
2015-08-04,DFW,32.896,-97.037
2015-08-05,DFW,32.896,-97.037
2015-08-06,DFW,32.896,-97.037
2015-08-07,DFW,32.896,-97.037
2015-08-08,DFW,32.896,-97.037
2015-08-09,DFW,32.896,-97.037
2015-08-10,DFW,32.896,-97.037
2015-08-11,DFW,32.896,-97.037
2015-08-12,DFW,32.896,-97.037
2015-08-13,DFW,32.896,-97.037
2015-08-14,DFW,32.896,-97.037
2015-08-15,DFW,32.896,-97.037
2015-08-16,DFW,32.896,-97.037
2015-08-17,DFW,32.896,-97.037
2015-08-18,DFW,32.896,-97.037
2015-08-19,DFW,32.896,-97.037
2015-08-20,DFW,32.896,-97.037
2015-08-21,DFW,32.896,-97.037
2015-08-22,DFW,32.896,-97.037
2015-08-23,DFW,32.896,-97.037
2015-08-24,DFW,32.896,-97.037
2015-08-25,DFW,32.896,-97.037
2015-08-26,DFW,32.896,-97.037
2015-08-27,DFW,32.896,-97.037
2015-08-28,DFW,32.896,-97.037
2015-08-29,DFW,32.896,-97.037
2015-08-30,DFW,32.896,-97.037
2015-08-31,DFW,32.896,-97.037
2015-09-01,DFW,32.896,-97.037
2015-09-02,DFW,32.896,-97.037
2015-09-03,DFW,32.896,-97.037
2015-09-04,DFW,32.896,-97.037
2015-09-05,DFW,32.896,-97.037
2015-09-06,DFW,32.896,-97.037
2015-09-07,DFW,32.896,-97.037
2015-09-08,DFW,32.896,-97.037
2015-09-09,DFW,32.896,-97.037
2015-09-10,DFW,32.896,-97.037
2015-09-11,DFW,32.896,-97.037
2015-09-12,DFW,32.896,-97.037
2015-09-13,DFW,32.896,-97.037
2015-09-14,DFW,32.896,-97.037
2015-09-15,DFW,32.896,-97.037
2015-09-16,DFW,32.896,-97.037
2015-09-17,DFW,32.896,-97.037
2015-09-18,DFW,32.896,-97.037
2015-09-19,DFW,32.896,-97.037
2015-09-20,DFW,32.896,-97.037
2015-09-21,DFW,32.896,-97.037
2015-09-22,DFW,32.896,-97.037
2015-09-23,DFW,32.896,-97.037
2015-09-24,DFW,32.896,-97.037
2015-09-25,DFW,32.896,-97.037
2015-09-26,DFW,32.896,-97.037
2015-09-27,DFW,32.896,-97.037
2015-09-28,DFW,32.896,-97.037
2015-09-29,DFW,32.896,-97.037
2015-09-30,DFW,32.896,-97.037
2015-10-01,DFW,32.896,-97.037
2015-10-02,DFW,32.896,-97.037
2015-10-03,DFW,32.896,-97.037
2015-10-04,DFW,32.896,-97.037
2015-10-05,DFW,32.896,-97.037
2015-10-06,DFW,32.896,-97.037
2015-10-07,DFW,32.896,-97.037
2015-10-08,DFW,32.896,-97.037
2015-10-09,DFW,32.896,-97.037
2015-10-10,DFW,32.896,-97.037
2015-10-11,DFW,32.896,-97.037
2015-10-12,DFW,32.896,-97.037
2015-10-13,DFW,32.896,-97.037
2015-10-14,DFW,32.896,-97.037
2015-10-15,DFW,32.896,-97.037
2015-10-16,DFW,32.896,-97.037
2015-10-17,DFW,32.896,-97.037
2015-10-18,DFW,32.896,-97.037
2015-10-19,DFW,32.896,-97.037
2015-10-20,DFW,32.896,-97.037
2015-10-21,DFW,32.896,-97.037
2015-10-22,DFW,32.896,-97.037
2015-10-23,DFW,32.896,-97.037
2015-10-24,DFW,32.896,-97.037
2015-10-25,DFW,32.896,-97.037
2015-10-26,DFW,32.896,-97.037
2015-10-27,DFW,32.896,-97.037
2015-10-28,DFW,32.896,-97.037
2015-10-29,DFW,32.896,-97.037
2015-10-30,DFW,32.896,-97.037
2015-10-31,DFW,32.896,-97.037
2015-11-01,DFW,32.896,-97.037
2015-11-02,DFW,32.896,-97.037
2015-11-03,DFW,32.896,-97.037
2015-11-04,DFW,32.896,-97.037
2015-11-05,DFW,32.896,-97.037
2015-11-06,DFW,32.896,-97.037
2015-11-07,DFW,32.896,-97.037
2015-11-08,DFW,32.896,-97.037
2015-11-09,DFW,32.896,-97.037
2015-11-10,DFW,32.896,-97.037
2015-11-11,DFW,32.896,-97.037
2015-11-12,DFW,32.896,-97.037
2015-11-13,DFW,32.896,-97.037
2015-11-14,DFW,32.896,-97.037
2015-11-15,DFW,32.896,-97.037
2015-11-16,DFW,32.896,-97.037
2015-11-17,DFW,32.896,-97.037
2015-11-18,DFW,32.896,-97.037
2015-11-19,DFW,32.896,-97.037
2015-11-20,DFW,32.896,-97.037
2015-11-21,DFW,32.896,-97.037
2015-11-22,DFW,32.896,-97.037
2015-11-23,DFW,32.896,-97.037
2015-11-24,DFW,32.896,-97.037
2015-11-25,DFW,32.896,-97.037
2015-11-26,DFW,32.896,-97.037
2015-11-27,DFW,32.896,-97.037
2015-11-28,DFW,32.896,-97.037
2015-11-29,DFW,32.896,-97.037
2015-11-30,DFW,32.896,-97.037
2015-12-01,DFW,32.896,-97.037
2015-12-02,DFW,32.896,-97.037
2015-12-03,DFW,32.896,-97.037
2015-12-04,DFW,32.896,-97.037
2015-12-05,DFW,32.896,-97.037
2015-12-06,DFW,32.896,-97.037
2015-12-07,DFW,32.896,-97.037
2015-12-08,DFW,32.896,-97.037
2015-12-09,DFW,32.896,-97.037
2015-12-10,DFW,32.896,-97.037
2015-12-11,DFW,32.896,-97.037
2015-12-12,DFW,32.896,-97.037
2015-12-13,DFW,32.896,-97.037
2015-12-14,DFW,32.896,-97.037
2015-12-15,DFW,32.896,-97.037
2015-12-16,DFW,32.896,-97.037
2015-12-17,DFW,32.896,-97.037
2015-12-18,DFW,32.896,-97.037
2015-12-19,DFW,32.896,-97.037
2015-12-20,DFW,32.896,-97.037
2015-12-21,DFW,32.896,-97.037
2015-12-22,DFW,32.896,-97.037
2015-12-23,DFW,32.896,-97.037
2015-12-24,DFW,32.896,-97.037
2015-12-25,DFW,32.896,-97.037
2015-12-26,DFW,32.896,-97.037
2015-12-27,DFW,32.896,-97.037
2015-12-28,DFW,32.896,-97.037
2015-12-29,DFW,32.896,-97.037
2015-12-30,DFW,32.896,-97.037
2015-12-31,DFW,32.896,-97.037
2016-01-01,DFW,32.896,-97.037
2016-01-02,DFW,32.896,-97.037
2016-01-03,DFW,32.896,-97.037
2016-01-04,DFW,32.896,-97.037
2016-01-05,DFW,32.896,-97.037
2016-01-06,DFW,32.896,-97.037
2016-01-07,DFW,32.896,-97.037
2016-01-08,DFW,32.896,-97.037
2016-01-09,DFW,32.896,-97.037
2016-01-10,DFW,32.896,-97.037
2016-01-11,DFW,32.896,-97.037
2016-01-12,DFW,32.896,-97.037
2016-01-13,DFW,32.896,-97.037
2016-01-14,DFW,32.896,-97.037
2016-01-15,DFW,32.896,-97.037
2016-01-16,DFW,32.896,-97.037
2016-01-17,DFW,32.896,-97.037
2016-01-18,DFW,32.896,-97.037
2016-01-19,DFW,32.896,-97.037
2016-01-20,DFW,32.896,-97.037
2016-01-21,DFW,32.896,-97.037
2016-01-22,DFW,32.896,-97.037
2016-01-23,DFW,32.896,-97.037
2016-01-24,DFW,32.896,-97.037
2016-01-25,DFW,32.896,-97.037
2016-01-26,DFW,32.896,-97.037
2016-01-27,DFW,32.896,-97.037
2016-01-28,DFW,32.896,-97.037
2016-01-29,DFW,32.896,-97.037
2016-01-30,DFW,32.896,-97.037
2016-01-31,DFW,32.896,-97.037
2016-02-01,DFW,32.896,-97.037
2016-02-02,DFW,32.896,-97.037
2016-02-03,DFW,32.896,-97.037
2016-02-04,DFW,32.896,-97.037
2016-02-05,DFW,32.896,-97.037
2016-02-06,DFW,32.896,-97.037
2016-02-07,DFW,32.896,-97.037
2016-02-08,DFW,32.896,-97.037
2016-02-09,DFW,32.896,-97.037
2016-02-10,DFW,32.896,-97.037
2016-02-11,DFW,32.896,-97.037
2016-02-12,DFW,32.896,-97.037
2016-02-13,DFW,32.896,-97.037
2016-02-14,DFW,32.896,-97.037
2016-02-15,DFW,32.896,-97.037
2016-02-16,DFW,32.896,-97.037
2016-02-17,DFW,32.896,-97.037
2016-02-18,DFW,32.896,-97.037
2016-02-19,DFW,32.896,-97.037
2016-02-20,DFW,32.896,-97.037
2016-02-21,DFW,32.896,-97.037
2016-02-22,DFW,32.896,-97.037
2016-02-23,DFW,32.896,-97.037
2016-02-24,DFW,32.896,-97.037
2016-02-25,DFW,32.896,-97.037
2016-02-26,DFW,32.896,-97.037
2016-02-27,DFW,32.896,-97.037
2016-02-28,DFW,32.896,-97.037
2016-02-29,DFW,32.896,-97.037
2016-03-01,DFW,32.896,-97.037
2016-03-02,DFW,32.896,-97.037
2016-03-03,DFW,32.896,-97.037
2016-03-04,DFW,32.896,-97.037
2016-03-05,DFW,32.896,-97.037
2016-03-06,DFW,32.896,-97.037
2016-03-07,DFW,32.896,-97.037
2016-03-08,DFW,32.896,-97.037
2016-03-09,DFW,32.896,-97.037
2016-03-10,DFW,32.896,-97.037
2016-03-11,DFW,32.896,-97.037
2016-03-12,DFW,32.896,-97.037
2016-03-13,DFW,32.896,-97.037
2016-03-14,DFW,32.896,-97.037
2016-03-15,DFW,32.896,-97.037
2016-03-16,DFW,32.896,-97.037
2016-03-17,DFW,32.896,-97.037
2016-03-18,DFW,32.896,-97.037
2016-03-19,DFW,32.896,-97.037
2016-03-20,DFW,32.896,-97.037
2016-03-21,DFW,32.896,-97.037
2016-03-22,DFW,32.896,-97.037
2016-03-23,DFW,32.896,-97.037
2016-03-24,DFW,32.896,-97.037
2016-03-25,DFW,32.896,-97.037
2016-03-26,DFW,32.896,-97.037
2016-03-27,DFW,32.896,-97.037
2016-03-28,DFW,32.896,-97.037
2016-03-29,DFW,32.896,-97.037
2016-03-30,DFW,32.896,-97.037
2016-03-31,DFW,32.896,-97.037
2016-04-01,DFW,32.896,-97.037
2016-04-02,DFW,32.896,-97.037
2016-04-03,DFW,32.896,-97.037
2016-04-04,DFW,32.896,-97.037
2016-04-05,DFW,32.896,-97.037
2016-04-06,DFW,32.896,-97.037
2016-04-07,DFW,32.896,-97.037
2016-04-08,DFW,32.896,-97.037
2016-04-09,DFW,32.896,-97.037
2016-04-10,DFW,32.896,-97.037
2016-04-11,DFW,32.896,-97.037
2016-04-12,DFW,32.896,-97.037
2016-04-13,DFW,32.896,-97.037
2016-04-14,DFW,32.896,-97.037
2016-04-15,DFW,32.896,-97.037
2016-04-16,DFW,32.896,-97.037
2016-04-17,DFW,32.896,-97.037
2016-04-18,DFW,32.896,-97.037
2016-04-19,DFW,32.896,-97.037
2016-04-20,DFW,32.896,-97.037
2016-04-21,DFW,32.896,-97.037
2016-04-22,DFW,32.896,-97.037
2016-04-23,DFW,32.896,-97.037
2016-04-24,DFW,32.896,-97.037
2016-04-25,DFW,32.896,-97.037
2016-04-26,DFW,32.896,-97.037
2016-04-27,DFW,32.896,-97.037
2016-04-28,DFW,32.896,-97.037
2016-04-29,DFW,32.896,-97.037
2016-04-30,DFW,32.896,-97.037
2016-05-01,DFW,32.896,-97.037
2016-05-02,DFW,32.896,-97.037
2016-05-03,DFW,32.896,-97.037
2016-05-04,DFW,32.896,-97.037
2016-05-05,DFW,32.896,-97.037
2016-05-06,DFW,32.896,-97.037
2016-05-07,DFW,32.896,-97.037
2016-05-08,DFW,32.896,-97.037
2016-05-09,DFW,32.896,-97.037
2016-05-10,DFW,32.896,-97.037
2016-05-11,DFW,32.896,-97.037
2016-05-12,DFW,32.896,-97.037
2016-05-13,DFW,32.896,-97.037
2016-05-14,DFW,32.896,-97.037
2016-05-15,DFW,32.896,-97.037
2016-05-16,DFW,32.896,-97.037
2016-05-17,DFW,32.896,-97.037
2016-05-18,DFW,32.896,-97.037
2016-05-19,DFW,32.896,-97.037
2016-05-20,DFW,32.896,-97.037
2016-05-21,DFW,32.896,-97.037
2016-05-22,DFW,32.896,-97.037
2016-05-23,DFW,32.896,-97.037
2016-05-24,DFW,32.896,-97.037
2016-05-25,DFW,32.896,-97.037
2016-05-26,DFW,32.896,-97.037
2016-05-27,DFW,32.896,-97.037
2016-05-28,DFW,32.896,-97.037
2016-05-29,DFW,32.896,-97.037
2016-05-30,DFW,32.896,-97.037
2016-05-31,DFW,32.896,-97.037
2016-06-01,DFW,32.896,-97.037
2016-06-02,DFW,32.896,-97.037
2016-06-03,DFW,32.896,-97.037
2016-06-04,DFW,32.896,-97.037
2016-06-05,DFW,32.896,-97.037
2016-06-06,DFW,32.896,-97.037
2016-06-07,DFW,32.896,-97.037
2016-06-08,DFW,32.896,-97.037
2016-06-09,DFW,32.896,-97.037
2016-06-10,DFW,32.896,-97.037
2016-06-11,DFW,32.896,-97.037
2016-06-12,DFW,32.896,-97.037
2016-06-13,DFW,32.896,-97.037
2016-06-14,DFW,32.896,-97.037
2016-06-15,DFW,32.896,-97.037
2016-06-16,DFW,32.896,-97.037
2016-06-17,DFW,32.896,-97.037
2016-06-18,DFW,32.896,-97.037
2016-06-19,DFW,32.896,-97.037
2016-06-20,DFW,32.896,-97.037
2016-06-21,DFW,32.896,-97.037
2016-06-22,DFW,32.896,-97.037
2016-06-23,DFW,32.896,-97.037
2016-06-24,DFW,32.896,-97.037
2016-06-25,DFW,32.896,-97.037
2016-06-26,DFW,32.896,-97.037
2016-06-27,DFW,32.896,-97.037
2016-06-28,DFW,32.896,-97.037
2016-06-29,DFW,32.896,-97.037
2016-06-30,DFW,32.896,-97.037
2016-07-01,DFW,32.896,-97.037
2016-07-02,DFW,32.896,-97.037
2016-07-03,DFW,32.896,-97.037
2016-07-04,DFW,32.896,-97.037
2016-07-05,DFW,32.896,-97.037
2016-07-06,DFW,32.896,-97.037
2016-07-07,DFW,32.896,-97.037
2016-07-08,DFW,32.896,-97.037
2016-07-09,DFW,32.896,-97.037
2016-07-10,DFW,32.896,-97.037
2016-07-11,DFW,32.896,-97.037
2016-07-12,DFW,32.896,-97.037
2016-07-13,DFW,32.896,-97.037
2016-07-14,DFW,32.896,-97.037
2016-07-15,DFW,32.896,-97.037
2016-07-16,DFW,32.896,-97.037
2016-07-17,DFW,32.896,-97.037
2016-07-18,DFW,32.896,-97.037
2016-07-19,DFW,32.896,-97.037
2016-07-20,DFW,32.896,-97.037
2016-07-21,DFW,32.896,-97.037
2016-07-22,DFW,32.896,-97.037
2016-07-23,DFW,32.896,-97.037
2016-07-24,DFW,32.896,-97.037
2016-07-25,DFW,32.896,-97.037
2016-07-26,DFW,32.896,-97.037
2016-07-27,DFW,32.896,-97.037
2016-07-28,DFW,32.896,-97.037
2016-07-29,DFW,32.896,-97.037
2016-07-30,DFW,32.896,-97.037
2016-07-31,DFW,32.896,-97.037
2016-08-01,DFW,32.896,-97.037
2016-08-02,DFW,32.896,-97.037
2016-08-03,DFW,32.896,-97.037
2016-08-04,DFW,32.896,-97.037
2016-08-05,DFW,32.896,-97.037
2016-08-06,DFW,32.896,-97.037
2016-08-07,DFW,32.896,-97.037
2016-08-08,DFW,32.896,-97.037
2016-08-09,DFW,32.896,-97.037
2016-08-10,DFW,32.896,-97.037
2016-08-11,DFW,32.896,-97.037
2016-08-12,DFW,32.896,-97.037
2016-08-13,DFW,32.896,-97.037
2016-08-14,DFW,32.896,-97.037
2016-08-15,DFW,32.896,-97.037
2016-08-16,DFW,32.896,-97.037
2016-08-17,DFW,32.896,-97.037
2016-08-18,DFW,32.896,-97.037
2016-08-19,DFW,32.896,-97.037
2016-08-20,DFW,32.896,-97.037
2016-08-21,DFW,32.896,-97.037
2016-08-22,DFW,32.896,-97.037
2016-08-23,DFW,32.896,-97.037
2016-08-24,DFW,32.896,-97.037
2016-08-25,DFW,32.896,-97.037
2016-08-26,DFW,32.896,-97.037
2016-08-27,DFW,32.896,-97.037
2016-08-28,DFW,32.896,-97.037
2016-08-29,DFW,32.896,-97.037
2016-08-30,DFW,32.896,-97.037
2016-08-31,DFW,32.896,-97.037
2016-09-01,DFW,32.896,-97.037
2016-09-02,DFW,32.896,-97.037
2016-09-03,DFW,32.896,-97.037
2016-09-04,DFW,32.896,-97.037
2016-09-05,DFW,32.896,-97.037
2016-09-06,DFW,32.896,-97.037
2016-09-07,DFW,32.896,-97.037
2016-09-08,DFW,32.896,-97.037
2016-09-09,DFW,32.896,-97.037
2016-09-10,DFW,32.896,-97.037
2016-09-11,DFW,32.896,-97.037
2016-09-12,DFW,32.896,-97.037
2016-09-13,DFW,32.896,-97.037
2016-09-14,DFW,32.896,-97.037
2016-09-15,DFW,32.896,-97.037
2016-09-16,DFW,32.896,-97.037
2016-09-17,DFW,32.896,-97.037
2016-09-18,DFW,32.896,-97.037
2016-09-19,DFW,32.896,-97.037
2016-09-20,DFW,32.896,-97.037
2016-09-21,DFW,32.896,-97.037
2016-09-22,DFW,32.896,-97.037
2016-09-23,DFW,32.896,-97.037
2016-09-24,DFW,32.896,-97.037
2016-09-25,DFW,32.896,-97.037
2016-09-26,DFW,32.896,-97.037
2016-09-27,DFW,32.896,-97.037
2016-09-28,DFW,32.896,-97.037
2016-09-29,DFW,32.896,-97.037
2016-09-30,DFW,32.896,-97.037
2016-10-01,DFW,32.896,-97.037
2016-10-02,DFW,32.896,-97.037
2016-10-03,DFW,32.896,-97.037
2016-10-04,DFW,32.896,-97.037
2016-10-05,DFW,32.896,-97.037
2016-10-06,DFW,32.896,-97.037
2016-10-07,DFW,32.896,-97.037
2016-10-08,DFW,32.896,-97.037
2016-10-09,DFW,32.896,-97.037
2016-10-10,DFW,32.896,-97.037
2016-10-11,DFW,32.896,-97.037
2016-10-12,DFW,32.896,-97.037
2016-10-13,DFW,32.896,-97.037
2016-10-14,DFW,32.896,-97.037
2016-10-15,DFW,32.896,-97.037
2016-10-16,DFW,32.896,-97.037
2016-10-17,DFW,32.896,-97.037
2016-10-18,DFW,32.896,-97.037
2016-10-19,DFW,32.896,-97.037
2016-10-20,DFW,32.896,-97.037
2016-10-21,DFW,32.896,-97.037
2016-10-22,DFW,32.896,-97.037
2016-10-23,DFW,32.896,-97.037
2016-10-24,DFW,32.896,-97.037
2016-10-25,DFW,32.896,-97.037
2016-10-26,DFW,32.896,-97.037
2016-10-27,DFW,32.896,-97.037
2016-10-28,DFW,32.896,-97.037
2016-10-29,DFW,32.896,-97.037
2016-10-30,DFW,32.896,-97.037
2016-10-31,DFW,32.896,-97.037
2016-11-01,DFW,32.896,-97.037
2016-11-02,DFW,32.896,-97.037
2016-11-03,DFW,32.896,-97.037
2016-11-04,DFW,32.896,-97.037
2016-11-05,DFW,32.896,-97.037
2016-11-06,DFW,32.896,-97.037
2016-11-07,DFW,32.896,-97.037
2016-11-08,DFW,32.896,-97.037
2016-11-09,DFW,32.896,-97.037
2016-11-10,DFW,32.896,-97.037
2016-11-11,DFW,32.896,-97.037
2016-11-12,DFW,32.896,-97.037
2016-11-13,DFW,32.896,-97.037
2016-11-14,DFW,32.896,-97.037
2016-11-15,DFW,32.896,-97.037
2016-11-16,DFW,32.896,-97.037
2016-11-17,DFW,32.896,-97.037
2016-11-18,DFW,32.896,-97.037
2016-11-19,DFW,32.896,-97.037
2016-11-20,DFW,32.896,-97.037
2016-11-21,DFW,32.896,-97.037
2016-11-22,DFW,32.896,-97.037
2016-11-23,DFW,32.896,-97.037
2016-11-24,DFW,32.896,-97.037
2016-11-25,DFW,32.896,-97.037
2016-11-26,DFW,32.896,-97.037
2016-11-27,DFW,32.896,-97.037
2016-11-28,DFW,32.896,-97.037
